prefix,Code,Description
Icd10Code,G939,"Disorder of brain, unspecified"
Icd10Code,G94,Other disorders of brain in diseases classified elsewhere
Icd10Code,G940,Hydrocephalus in infectious and parasitic diseases classified elsewhere
Icd10Code,G941,Hydrocephalus in neoplastic disease
Icd10Code,G942,Hydrocephalus in other diseases classified elsewhere
Icd10Code,G948,Other specified disorders of brain in diseases classified elsewhere
Icd10Code,G95,Other diseases of spinal cord
Icd10Code,G950,Syringomyelia and syringobulbia
Icd10Code,G951,Vascular myelopathies
Icd10Code,G952,"Cord compression, unspecified"
Icd10Code,G958,Other specified diseases of spinal cord
Icd10Code,G959,"Disease of spinal cord, unspecified"
Icd10Code,G96,Other disorders of central nervous system
Icd10Code,G960,Cerebrospinal fluid leak
Icd10Code,G961,"Disorders of meninges, not elsewhere classified"
Icd10Code,G968,Other specified disorders of central nervous system
Icd10Code,G969,"Disorder of central nervous system, unspecified"
Icd10Code,G97,"Postprocedural disorders of nervous system, not elsewhere classified"
Icd10Code,G970,Cerebrospinal fluid leak from spinal puncture
Icd10Code,G971,Other reaction to spinal and lumbar puncture
Icd10Code,G972,Intracranial hypotension following ventricular shunting
Icd10Code,G978,Other postprocedural disorders of nervous system
Icd10Code,G979,"Postprocedural disorder of nervous system, unspecified"
Icd10Code,G98,"Other disorders of nervous system, not elsewhere classified"
Icd10Code,G99,Other disorders of nervous system in diseases classified elsewhere
Icd10Code,G990,Autonomic neuropathy in endocrine and metabolic diseases
Icd10Code,G991,Other disorders of autonomic nervous system in other diseases classified elsewhere
Icd10Code,G992,Myelopathy in diseases classified elsewhere
Icd10Code,G998,Other specified disorders of nervous system in diseases classified elsewhere
Icd10Code,H00,Hordeolum and chalazion
Icd10Code,H000,Hordeolum and other deep inflammation of eyelid
Icd10Code,H001,Chalazion
Icd10Code,H01,Other inflammation of eyelid
Icd10Code,H010,Blepharitis
Icd10Code,H011,Noninfectious dermatoses of eyelid
Icd10Code,H018,Other specified inflammation of eyelid
Icd10Code,H019,"Inflammation of eyelid, unspecified"
Icd10Code,H02,Other disorders of eyelid
Icd10Code,H020,Entropion and trichiasis of eyelid
Icd10Code,H021,Ectropion of eyelid
Icd10Code,H022,Lagophthalmos
Icd10Code,H023,Blepharochalasis
Icd10Code,H024,Ptosis of eyelid
Icd10Code,H025,Other disorders affecting eyelid function
Icd10Code,H026,Xanthelasma of eyelid
Icd10Code,H027,Other degenerative disorders of eyelid and periocular area
Icd10Code,H028,Other specified disorders of eyelid
Icd10Code,H029,"Disorder of eyelid, unspecified"
Icd10Code,H03,Disorders of eyelid in diseases classified elsewhere
Icd10Code,H030,Parasitic infestation of eyelid in diseases classified elsewhere
Icd10Code,H031,Involvement of eyelid in other infectious diseases classified elsewhere
Icd10Code,H038,Involvement of eyelid in other diseases classified elsewhere
Icd10Code,H04,Disorders of lacrimal system
Icd10Code,H040,Dacryoadenitis
Icd10Code,H041,Other disorders of lacrimal gland
Icd10Code,H042,Epiphora
Icd10Code,H043,Acute and unspecified inflammation of lacrimal passages
Icd10Code,H044,Chronic inflammation of lacrimal passages
Icd10Code,H045,Stenosis and insufficiency of lacrimal passages
Icd10Code,H046,Other changes in lacrimal passages
Icd10Code,H048,Other disorders of lacrimal system
Icd10Code,H049,"Disorder of lacrimal system, unspecified"
Icd10Code,H05,Disorders of orbit
Icd10Code,H050,Acute inflammation of orbit
Icd10Code,H051,Chronic inflammatory disorders of orbit
Icd10Code,H052,Exophthalmic conditions
Icd10Code,H053,Deformity of orbit
Icd10Code,H054,Enophthalmos
Icd10Code,H055,Retained (old) foreign body following penetrating wound of orbit
Icd10Code,H058,Other disorders of orbit
Icd10Code,H059,"Disorder of orbit, unspecified"
Icd10Code,H06,Disorders of lacrimal system and orbit in diseases classified elsewhere
Icd10Code,H060,Disorders of lacrimal system in diseases classified elsewhere
Icd10Code,H061,Parasitic infestation of orbit in diseases classified elsewhere
Icd10Code,H062,Dysthyroid exophthalmos
Icd10Code,H063,Other disorders of orbit in diseases classified elsewhere
Icd10Code,H10,Conjunctivitis
Icd10Code,H100,Mucopurulent conjunctivitis
Icd10Code,H101,Acute atopic conjunctivitis
Icd10Code,H102,Other acute conjunctivitis
Icd10Code,H103,"Acute conjunctivitis, unspecified"
Icd10Code,H104,Chronic conjunctivitis
Icd10Code,H105,Blepharoconjunctivitis
Icd10Code,H108,Other conjunctivitis
Icd10Code,H109,"Conjunctivitis, unspecified"
Icd10Code,H11,Other disorders of conjunctiva
Icd10Code,H110,Pterygium
Icd10Code,H111,Conjunctival degenerations and deposits
Icd10Code,H112,Conjunctival scars
Icd10Code,H113,Conjunctival haemorrhage
Icd10Code,H114,Other conjunctival vascular disorders and cysts
Icd10Code,H118,Other specified disorders of conjunctiva
Icd10Code,H119,"Disorder of conjunctiva, unspecified"
Icd10Code,H13,Disorders of conjunctiva in diseases classified elsewhere
Icd10Code,H130,Filarial infection of conjunctiva
Icd10Code,H131,Conjunctivitis in infectious and parasitic diseases classified elsewhere
Icd10Code,H132,Conjunctivitis in other diseases classified elsewhere
Icd10Code,H133,Ocular pemphigoid
Icd10Code,H138,Other disorders of conjunctiva in diseases classified elsewhere
Icd10Code,H15,Disorders of sclera
Icd10Code,H150,Scleritis
Icd10Code,H151,Episcleritis
Icd10Code,H158,Other disorders of sclera
Icd10Code,H159,"Disorder of sclera, unspecified"
Icd10Code,H16,Keratitis
Icd10Code,H160,Corneal ulcer
Icd10Code,H161,Other superficial keratitis without conjunctivitis
Icd10Code,H162,Keratoconjunctivitis
Icd10Code,H163,Interstitial and deep keratitis
Icd10Code,H164,Corneal neovascularization
Icd10Code,H168,Other keratitis
Icd10Code,H169,"Keratitis, unspecified"
Icd10Code,H17,Corneal scars and opacities
Icd10Code,H170,Adherent leukoma
Icd10Code,H171,Other central corneal opacity
Icd10Code,H178,Other corneal scars and opacities
Icd10Code,H179,"Corneal scar and opacity, unspecified"
Icd10Code,H18,Other disorders of cornea
Icd10Code,H180,Corneal pigmentations and deposits
Icd10Code,H181,Bullous keratopathy
Icd10Code,H182,Other corneal oedema
Icd10Code,H183,Changes in corneal membranes
Icd10Code,H184,Corneal degeneration
Icd10Code,H185,Hereditary corneal dystrophies
Icd10Code,H186,Keratoconus
Icd10Code,H187,Other corneal deformities
Icd10Code,H188,Other specified disorders of cornea
Icd10Code,H189,"Disorder of cornea, unspecified"
Icd10Code,H19,Disorders of sclera and cornea in diseases classified elsewhere
Icd10Code,H190,Scleritis and episcleritis in diseases classified elsewhere
Icd10Code,H191,Herpesviral keratitis and keratoconjunctivitis
Icd10Code,H192,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere
Icd10Code,H193,Keratitis and keratoconjunctivitis in other diseases classified elsewhere
Icd10Code,H198,Other disorders of sclera and cornea in diseases classified elsewhere
Icd10Code,H20,Iridocyclitis
Icd10Code,H200,Acute and subacute iridocyclitis
Icd10Code,H201,Chronic iridocyclitis
Icd10Code,H202,Lens-induced iridocyclitis
Icd10Code,H208,Other iridocyclitis
Icd10Code,H209,"Iridocyclitis, unspecified"
Icd10Code,H21,Other disorders of iris and ciliary body
Icd10Code,H210,Hyphaema
Icd10Code,H211,Other vascular disorders of iris and ciliary body
Icd10Code,H212,Degeneration of iris and ciliary body
Icd10Code,H213,"Cyst of iris, ciliary body and anterior chamber"
Icd10Code,H214,Pupillary membranes
Icd10Code,H215,Other adhesions and disruptions of iris and ciliary body
Icd10Code,H218,Other specified disorders of iris and ciliary body
Icd10Code,H219,"Disorder of iris and ciliary body, unspecified"
Icd10Code,H22,Disorders of iris and ciliary body in diseases classified elsewhere
Icd10Code,H220,Iridocyclitis in infectious and parasitic diseases classified elsewhere
Icd10Code,H221,Iridocyclitis in other diseases classified elsewhere
Icd10Code,H228,Other disorders of iris and ciliary body in diseases classified elsewhere
Icd10Code,H25,Senile cataract
Icd10Code,H250,Senile incipient cataract
Icd10Code,H251,Senile nuclear cataract
Icd10Code,H252,"Senile cataract, morgagnian type"
Icd10Code,H258,Other senile cataract
Icd10Code,H259,"Senile cataract, unspecified"
Icd10Code,H26,Other cataract
Icd10Code,H260,"Infantile, juvenile and presenile cataract"
Icd10Code,H261,Traumatic cataract
Icd10Code,H262,Complicated cataract
Icd10Code,H263,Drug-induced cataract
Icd10Code,H264,After-cataract
Icd10Code,H268,Other specified cataract
Icd10Code,H269,"Cataract, unspecified"
Icd10Code,H27,Other disorders of lens
Icd10Code,H270,Aphakia
Icd10Code,H271,Dislocation of lens
Icd10Code,H278,Other specified disorders of lens
Icd10Code,H279,"Disorder of lens, unspecified"
Icd10Code,H28,Cataract and other disorders of lens in diseases classified elsewhere
Icd10Code,H280,Diabetic cataract
Icd10Code,H281,"Cataract in other endocrine, nutritional and metabolic diseases"
Icd10Code,H282,Cataract in other diseases classified elsewhere
Icd10Code,H288,Other disorders of lens in diseases classified elsewhere
Icd10Code,H30,Chorioretinal inflammation
Icd10Code,H300,Focal chorioretinal inflammation
Icd10Code,H301,Disseminated chorioretinal inflammation
Icd10Code,H302,Posterior cyclitis
Icd10Code,H308,Other chorioretinal inflammations
Icd10Code,H309,"Chorioretinal inflammation, unspecified"
Icd10Code,H31,Other disorders of choroid
Icd10Code,H310,Chorioretinal scars
Icd10Code,H311,Choroidal degeneration
Icd10Code,H312,Hereditary choroidal dystrophy
Icd10Code,H313,Choroidal haemorrhage and rupture
Icd10Code,H314,Choroidal detachment
Icd10Code,H318,Other specified disorders of choroid
Icd10Code,H319,"Disorder of choroid, unspecified"
Icd10Code,H32,Chorioretinal disorders in diseases classified elsewhere
Icd10Code,H320,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere
Icd10Code,H328,Other chorioretinal disorders in diseases classified elsewhere
Icd10Code,H33,Retinal detachments and breaks
Icd10Code,H330,Retinal detachment with retinal break
Icd10Code,H331,Retinoschisis and retinal cysts
Icd10Code,H332,Serous retinal detachment
Icd10Code,H333,Retinal breaks without detachment
Icd10Code,H334,Traction detachment of retina
Icd10Code,H335,Other retinal detachments
Icd10Code,H34,Retinal vascular occlusions
Icd10Code,H340,Transient retinal artery occlusion
Icd10Code,H341,Central retinal artery occlusion
Icd10Code,H342,Other retinal artery occlusions
Icd10Code,H348,Other retinal vascular occlusions
Icd10Code,H349,"Retinal vascular occlusion, unspecified"
Icd10Code,H35,Other retinal disorders
Icd10Code,H350,Background retinopathy and retinal vascular changes
Icd10Code,H351,Retinopathy of prematurity
Icd10Code,H352,Other proliferative retinopathy
Icd10Code,H353,Degeneration of macula and posterior pole
Icd10Code,H354,Peripheral retinal degeneration
Icd10Code,H355,Hereditary retinal dystrophy
Icd10Code,H356,Retinal haemorrhage
Icd10Code,H357,Separation of retinal layers
Icd10Code,H358,Other specified retinal disorders
Icd10Code,H359,"Retinal disorder, unspecified"
Icd10Code,H36,Retinal disorders in diseases classified elsewhere
Icd10Code,H360,Diabetic retinopathy
Icd10Code,H368,Other retinal disorders in diseases classified elsewhere
Icd10Code,H40,Glaucoma
Icd10Code,H400,Glaucoma suspect
Icd10Code,H401,Primary open-angle glaucoma
Icd10Code,H402,Primary angle-closure glaucoma
Icd10Code,H403,Glaucoma secondary to eye trauma
Icd10Code,H404,Glaucoma secondary to eye inflammation
Icd10Code,H405,Glaucoma secondary to other eye disorders
Icd10Code,H406,Glaucoma secondary to drugs
Icd10Code,H408,Other glaucoma
Icd10Code,H409,"Glaucoma, unspecified"
Icd10Code,H42,Glaucoma in diseases classified elsewhere
Icd10Code,H420,"Glaucoma in endocrine, nutritional and metabolic diseases"
Icd10Code,H428,Glaucoma in other diseases classified elsewhere
Icd10Code,H43,Disorders of vitreous body
Icd10Code,H430,Vitreous prolapse
Icd10Code,H431,Vitreous haemorrhage
Icd10Code,H432,Crystalline deposits in vitreous body
Icd10Code,H433,Other vitreous opacities
Icd10Code,H438,Other disorders of vitreous body
Icd10Code,H439,"Disorder of vitreous body, unspecified"
Icd10Code,H44,Disorders of globe
Icd10Code,H440,Purulent endophthalmitis
Icd10Code,H441,Other endophthalmitis
Icd10Code,H442,Degenerative myopia
Icd10Code,H443,Other degenerative disorders of globe
Icd10Code,H444,Hypotony of eye
Icd10Code,H445,Degenerated conditions of globe
Icd10Code,H446,"Retained (old) intraocular foreign body, magnetic"
Icd10Code,H447,"Retained (old) intraocular foreign body, nonmagnetic"
Icd10Code,H448,Other disorders of globe
Icd10Code,H449,"Disorder of globe, unspecified"
Icd10Code,H45,Disorders of vitreous body and globe in diseases classified elsewhere
Icd10Code,H450,Vitreous haemorrhage in diseases classified elsewhere
Icd10Code,H451,Endophthalmitis in diseases classified elsewhere
Icd10Code,H458,Other disorders of vitreous body and globe in diseases classified elsewhere
Icd10Code,H46,Optic neuritis
Icd10Code,H47,Other disorders of optic [2nd] nerve and visual pathways
Icd10Code,H470,"Disorders of optic nerve, not elsewhere classified"
Icd10Code,H471,"Papilloedema, unspecified"
Icd10Code,H472,Optic atrophy
Icd10Code,H473,Other disorders of optic disc
Icd10Code,H474,Disorders of optic chiasm
Icd10Code,H475,Disorders of other visual pathways
Icd10Code,H476,Disorders of visual cortex
Icd10Code,H477,"Disorder of visual pathways, unspecified"
Icd10Code,H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere
Icd10Code,H480,Optic atrophy in diseases classified elsewhere
Icd10Code,H481,Retrobulbar neuritis in diseases classified elsewhere
Icd10Code,H488,Other disorders of optic nerve and visual pathways in diseases classified elsewhere
Icd10Code,H49,Paralytic strabismus
Icd10Code,H490,Third [oculomotor] nerve palsy
Icd10Code,H491,Fourth [trochlear] nerve palsy
Icd10Code,H492,Sixth [abducent] nerve palsy
Icd10Code,H493,Total (external) ophthalmoplegia
Icd10Code,H494,Progressive external ophthalmoplegia
Icd10Code,H498,Other paralytic strabismus
Icd10Code,H499,"Paralytic strabismus, unspecified"
Icd10Code,H50,Other strabismus
Icd10Code,H500,Convergent concomitant strabismus
Icd10Code,H501,Divergent concomitant strabismus
Icd10Code,H502,Vertical strabismus
Icd10Code,H503,Intermittent heterotropia
Icd10Code,H504,Other and unspecified heterotropia
Icd10Code,H505,Heterophoria
Icd10Code,H506,Mechanical strabismus
